author,Contributing State,title,Publication Info, genre,Link to text
"Annis Lee Wister, Annis Lee Furness, A. L. W.",Pennsylvania,The Baliff's Maid: A Romance from the German of E. Marlitt ,"Philadelphia: Lippincott, 1881.",Novel,https://hdl.handle.net/2027/hvd.32044017609645
"Annis Lee Wister, Annis Lee Furness, A. L. W.",Pennsylvania,"The Eichhofs, a Romance","Philadelphia: Lippincott, 1896 (copyright 1881).",Novel,http://www.gutenberg.org/ebooks/35311
"Annis Lee Wister, Annis Lee Furness, A. L. W.",Pennsylvania,The Green Gate: A Romance,"Philadelphia: J.B. Lippincott Company, 1875.",Novel,https://hdl.handle.net/2027/hvd.hn1eds
"Annis Lee Wister, Annis Lee Furness, A. L. W.",Pennsylvania,The Old Mam'selles Secret,"Philadelphia: J.B. Lippincott & Co., 1869.",Novel,https://hdl.handle.net/2027/nyp.33433075765457
"Annis Lee Wister, Annis Lee Furness, A. L. W.",Pennsylvania,The Second Wife: A Romance,"Philadelphia: J.B. Lippincott, 1874.",Novel,https://hdl.handle.net/2027/uva.x002015585
"Annis Lee Wister, Annis Lee Furness, A. L. W.",Pennsylvania,Too Rich: A Romance after the German of Adolph Streckfuss,"Philadelphia: J.B. Lippincott & Co., 1878.",Novel,https://hdl.handle.net/2027/mdp.39015064447025
Margaret H. Morris,Pennsylvania,The Beauties of Upham,"Philadelphia: Philadelphia Pub. Co., 1872.","Travel Narrative, Poetry",
M. J. Hough,Pennsylvania,The Children's Friend (vol. xix),Philadephia: Friends' Society.  ,,
"Mrs. H. H. Furness, Helen Kate Rogers Furness",Pennsylvania,Concordance to Shakespeare's Poems,"Philadelphia: J.B. Lippincott & Co., 1874/",Reference,https://archive.org/stream/aconcordancetos00furngoog#page/n10/mode/2up
"Helen Campbell, Helen Stuart Campbell, Helen C. (Helen Campbell) Weeks, Campbell Wheaton",Pennsylvania,The Easiest Way in Housekeeping and Cooking: Adapted to Domestic Use or Study in Classes ,"New York: Fords, Howard & Hulbert, 1880.","Cookbook, Advice Literature",https://hdl.handle.net/2027/mdp.39015093176827
"Helen Campbell, Helen Stuart Campbell, Helen C. (Helen Campbell) Weeks, Campbell Wheaton",Pennsylvania,The Problem of the Poor: A Record of Quiet Work in Unquiet Places,"New York: Fords, Howard, & Hulbert. 1882.","Essays, Report",https://hdl.handle.net/2027/umn.319510015602632
A. S. P.,Pennsylvania,The Home Circle,"Philadelphia: Friends' Book Assn., 1875",Novel,https://hdl.handle.net/2027/loc.ark:/13960/t9q252r3h
Mrs. J. H. Twells; J. H. Twells,Pennsylvania,The Mills of the Gods,"Philadelphia: J.B. Lippincott & Co., 1875.",Novel,https://hdl.handle.net/2027/uc2.ark:/13960/t48p6133r
"Mary Andrews Denison, Mrs. C. W. Denison, M. A. D., N. I. Edson, Clara Vance ",Pennsylvania,The Old Folly and Its Inhabitants,"Philadelphia: American Baptist Publication Society, 1882",,
Annie L. MacGregor,Pennsylvania,The Professor's Wife; or It Might Have Been,"Philadelphia: J.B. Lippincott & Co., 1870.",Novel,https://hdl.handle.net/2027/osu.32435055165476
K. E. Heyser,Pennsylvania,The Red Mantle,"Philadelphia: Lutheran Pub. Society, 1884.",Novel,
Mrs. M. J. Guthrie,Pennsylvania,"The Silver Lining: Or, Fair-hope Prospect","Philadelphia: [publisher not identified], 1872.",Novel,https://hdl.handle.net/2027/osu.32435076153550
"Rebecca H. Schively, R. H. Schively",Pennsylvania,The Cottage by the Lake,"Philadelphia: Lutheran Board of Publication, 1869.",Novel,https://archive.org/details/cottagebylake00clau
"Rebecca H. Schively, R. H. Schively",Pennsylvania,The Iron Age of Germany,"Philadelphia: Lutheran Board of Publication, 1875.",Novel,https://archive.org/details/ironageofgermany00hoff
"Rebecca H. Schively, R. H. Schively",Pennsylvania,The Three Bank-Notes,"Philadelphia: Lutheran Board of Publication, 1875.",Novel,https://archive.org/details/threebanknotes00hoff
"Rebecca H. Schively, R. H. Schively",Pennsylvania,The Three Kings,"Philadelphia: Lutheran Board of Publication, 1871.",Novel,https://archive.org/details/threekings00nier/page/n14
Emma Seiler,Pennsylvania,The Voice in Singing,"Philadelphia: J. B. Lippincott, 1879.",Textbook,https://hdl.handle.net/2027/uc1.31175004175314
Emma Seiler,Pennsylvania,The Voice in Speaking,"Philadelphia: J.B. Lippincott & Co., 1875.",Textbook,https://hdl.handle.net/2027/uc2.ark:/13960/t5bc3v07x
"Ellen Olney Kirk, Ellen W. (Ellen Warner) Kirk",Pennsylvania,Through Winding Ways,"Philadelphia: J.B. Lippincott, 1880.",Novel,https://hdl.handle.net/2027/nyp.33433112012657
"Helen Campbell, Helen Stuart Campbell, Helen C. (Helen Campbell) Weeks, Campbell Wheaton",Pennsylvania,Under Green Apple-Boughs,"New York:Fords, Howard & Hulbert, 1882.",Novel,https://hdl.handle.net/2027/hvd.hn1pvt
"Rebecca H. Schively, R. H. Schively",Pennsylvania,Under the Earth,"Philadelphia: Lutheran Board of Publication, 1870.",Religious Instruction,
Georgia Grey,Pennsylvania,Virgilia; A Story of Rome Under Nero,"Philadelphia: Presbyterian Board of Publication, 1870.",Novel,
"Annis Lee Wister, Annis Lee Furness, A. L. W.",Pennsylvania,"Why Did He not Die, or, The Child from the Ebräergang after the German of Ad. Von Volckhausen","Philadelphia: J.B. Lippincott, 1871.",Novel,https://hdl.handle.net/2027/uc2.ark:/13960/t48p5zc15
K. K. Taylor,Rhode Island,A Biographica Sketch of Elizabeth Kittredge Churchill,"Providence, R.I.? : s.n., 1883?.",Biography,https://hdl.handle.net/2027/uc1.31175035167793
"Mrs. William Douglas, Sarah Douglas, Philomath",Rhode Island,A Bird's-Eye View of the Progress of Science and Philosophy,"Providence: The Rhode Island News Company, 1883.",Poetry,https://hdl.handle.net/2027/loc.ark:/13960/t0cv5000q
Nora Perry,Rhode Island,A Book of Love Stories,"Boston; J. R. Osgood, 1881.",Stories,https://hdl.handle.net/2027/wu.89098002835
"Sarah Chauncey Woolsey, Susan Coolidge",Rhode Island,A Round Dozen,"Boston: Roberts Brothers, 1883.",Novel,https://hdl.handle.net/2027/uc1.$b254265
"Sarah Chauncey Woolsey, Susan Coolidge",Rhode Island,"A Guernsey Lily, or How the Feud was Healed: A Story for Boys and Girls ","Boston: Roberts Brothers, 1881.",Novel,https://hdl.handle.net/2027/hvd.hn2gbh
Mrs. E. Hall,Rhode Island,Annual Report of the Women's Board of Visitors to Penal and Correctional Institutions of the State,"Providence, RI: Providence Press Company, 1876.",Report,https://books.google.com/books?id=9_9KAAAAYAAJ&
Mrs. Jane Eames,Rhode Island,Another Budget; Or Things I Saw in the East,"Boston: Ticknor and Fields, 1855.",Travel Narrative,https://books.google.com/books?id=ob1iAAAAMAAJ&dq=another%20budget%20jane%20eames&pg=PR1#v=onepage&q=another%20budget%20jane%20eames&f=false
Miss S. E. Randolph,Rhode Island,Beethoven: A Biographical Romance,"Boston: Oliver Ditson Company, 1880. ",Biography,https://hdl.handle.net/2027/mdp.39015064452272
Miss. J. W. Bucklin,Rhode Island,Bits of Wisdom for Spare Moments,"Providence: Angell, Hammett & Co., Printers, 1878.",Essays,
Mrs. Sarah W. Brooks,Rhode Island,"Blanche; or, The Legend of the Angel Tower","New York: Rudd & Carleton, 1861.",Poetry,https://hdl.handle.net/2027/hvd.hn1nua
Mrs. Jane A. Eames,Rhode Island,"A Budget of Letters, or Things which I Saw Abroad. ","Boston: W.D. Ticknor & Co, 1847.",Travel Narrative,https://books.google.com/books?id=-DEOAAAAYAAJ&printsec=frontcover&dq=budget+or+letters+jane+eames&hl=en&sa=X&ved=0ahUKEwjOuNmwz6fWAhVsx1QKHcoQAh4Q6AEIKDAA#v=onepage&q=budget%20or%20letters%20jane%20eames&f=false
Miss H. M. K. Brownell,Rhode Island,"""Out of the West,"" Catholic World, Volume 36, issues 213-215 (Dec 1882-Feb 1883)",,"Story, Periodical",https://quod.lib.umich.edu/m/moajrnl/bac8387.0036.213/306:2?rgn=works;view=image;q1=brownell
Sophia L. Robbins Little,Rhode Island,Christ in Prison,,,
H. P. Richardson,Rhode Island,Christmas Rural Rhymes ,,Poetry,
"Sarah Chauncey Woolsey, Susan Coolidge",Rhode Island,"Cross Patch, and Other Stories; Adapted from the Myths of Mother Goose","Boston: Roberts Brothers, 1881.",Stories,
"Esther G. L. Wheeler, Esther Gracie Lawrence Wheeler, Mrs. W. L. Wheeler",Rhode Island,Cupid's Little Game: A Newport Drama in Three Acts,"Providence, R.I.: E.L. Freeman, 1881",Drama,
H. P. Richardson,Rhode Island,"Easter Verses, etc. ",,Poetry,
Mrs. Pitman; Margery Deane; Marie J. Davis Pitman,Rhode Island,European Breezes,"Boston: Lee and Shepard, 1883.",Travel Narrative,https://hdl.handle.net/2027/hvd.hn1m7j
Sarah W. Brooks,Rhode Island,"Even-Songs, and Other Poems","Boston: Little, Brown, and Company, 1868.",Poetry,https://hdl.handle.net/2027/wu.89098012610
"Mrs. William Douglas, Sarah Douglas, Philomath",Rhode Island,Expository Paraphrase of the Song of Solomon,"Providence: J.A. & R.A. Reid, Printers, 1884.",,
"Sarah Chauncey Woolsey, Susan Coolidge",Rhode Island,Eyebright,"Boston: Roberts Brothers, 1879.",Novel,https://hdl.handle.net/2027/nyp.33433082290036
Mrs. E. A. Chace,Rhode Island,Factory Women and Girls of New England,"Providence Rhode Island Woman Suffrage Assocation,  1881. ",,
Mrs. Julia A. Shedd,Rhode Island,Famous Painters and Paintings,"Boston: J.R. Osgood and Co., 1876.","Biography, History, Reference",https://openlibrary.org/books/OL6945155M/Famous_painters_and_paintings.
Mrs. Julia A. Shedd,Rhode Island,Famous Sculptors and Sculptures,"Boston: J.R. Osgood and Company, 1881.","Biography, History, Reference",https://hdl.handle.net/2027/wu.89057253833
"Sarah Chauncey Woolsey, Susan Coolidge",Rhode Island,For Summer Afternoons,"Boston: Roberts Brothers, 1876.","Poetry, Stories",https://hdl.handle.net/2027/hvd.hx4z78
Mrs. Julia A. Shedd,Rhode Island,The Ghiberti Gates: An Account of Lorenzo Ghiberti and the Bronze Doors of the Baptistery at Florence,"Boston: Houghton, Osgood, 1879.",Scholarly Work,
E. T. Fitz Simmons,Rhode Island,"Historical Epochs With System of Mnemonic,  to facilitate the study of chronology, history, and biography","New York: Taintor Brothers, Merrill & co., 1882.",Textbook,https://hdl.handle.net/2027/mdp.39015056780615
Mrs. Eleanor T. Smith,Rhode Island,Jack o' Lantern and Other Rhymes,"London: Cassell & Co, 1884.","Poetry, Stories",https://books.google.com/books?id=j1sOAAAAQAAJ&pg=PP1#v=onepage&
Mrs. E. T. Gladding,Rhode Island,"Leaves from An Invalid's Journal, and Poems","Providence: G.H. Whitney, 1858.","Essays, Poetry, Memoir",https://hdl.handle.net/2027/hvd.hn1ieq
Maria T. Richards,Rhode Island,"Life in Israel, or, Portraitures of Hebrew Character","New York: Sheldon, Blakeman ; Griggs, 1857.",Scholarly Work,"
https://books.google.com/books?id=vsICAAAAQAAJ&
"
Maria T. Richards,Rhode Island,"Life in Judea, or, Glimpses of the First Christian Age","Philadelphia: American Baptist Publication Society, 1854",Scholarly Work,https://hdl.handle.net/2027/nyp.33433076048317
Mrs. E. B. Hall,Rhode Island,Miriam: A Dramatic Poem,"Boston: Hilliard, Gray, and Company, 1837.",Drama,https://hdl.handle.net/2027/loc.ark:/13960/t1mg8d408
"Sarah Chauncey Woolsey, Susan Coolidge",Rhode Island,"Mischief's Thanksgiving, and Other Stories","Boston: Roberts Brothers, 1874.",Stories,https://hdl.handle.net/2027/hvd.hn28fl
Mrs. J. M. Brewster,Rhode Island,Missionary Helper,"Boston and Saco, Me: Free Baptist Woman's Missionary Society, 1878-1919.",Periodical,https://dds.crl.edu/crldelivery/2620
Mrs. E. T. Smith,Rhode Island,Mother Goose Goslings,"New York: Cassell, Petter, Galpin & Company, 1882. ",Stories,https://archive.org/details/mothergoosegosli00talb
Miss J. W. Bucklin,Rhode Island,Mouth-Lore,,,
Mrs. E. T. Smith,Rhode Island,My Lady's Casket of Jewels & Flowers for Her Adorning,Boston: Lee & Shepard; 1885.,Poetry,https://hdl.handle.net/2027/mdp.39015030841822
"Sarah Chauncey Woolsey, Susan Coolidge",Rhode Island,Nine Little Goslings,"Boston: Little, Brown, 1875.","Stories, Advice Literature",https://hdl.handle.net/2027/uc2.ark:/13960/t2f769x6s
Mrs. Sarah H. Whitman,Rhode Island,Poems,"Boston: Houghton, Osgood and Company, 1879.",Poetry,https://hdl.handle.net/2027/loc.ark:/13960/t65439w2v
Cynthia Taggart,Rhode Island,Poems ,"New York: B. R. Barlow, 1848.","Poetry, Essays, Memoir, Biography",https://hdl.handle.net/2027/nyp.33433076035918
Miss V. Baker,Rhode Island,Prince Carrotte and other Chronicles,"Boston: Rockwell and Churchill, 1881.",Stories,https://hdl.handle.net/2027/nyp.33433082524673
Miss A. T. Beckwith,Rhode Island,Princess Ilse; a Story of the Harz Mountains,"Boston: D. Lothrop & Co., 1874. ",Novel,https://hdl.handle.net/2027/njp.32101068986395
Mrs. Julia A. Shedd,Rhode Island,"Raphael, His Madonnas and Holy Families","Boston: J. E. Osgood,1883.","Biography, History",https://hdl.handle.net/2027/nc01.ark:/13960/t3fx8849f
Mrs. Lucy Brainbridge,Rhode Island,"Round the World Letters: five hundred and forty-two pages of charming pen pictures by the way, a graphic portrayal of scenes, incidents and adventures of a two years' tour of the world","Boston: D. Lothrop & Co., 1882. ",Travel Narrative,https://hdl.handle.net/2027/osu.32435011982477
Miss K. H. Austin,Rhode Island,Sixth Report of the Rhode-Island School for Deaf Mutes,,Report,
Miss E. W. Brownell,Rhode Island,Ho ! Ye Comrades,,,
Miss E. W. Brownell,Rhode Island,Specimens of Type-Writing,,,
Mrs. B. D. Bailey; Urania Locke Bailey;  Urania Locke Stoughton; Urania Locke Stoughton Bailey,Rhode Island,Star-Flowers,"New York: G. P. Putnam's Sons,1882.",Poetry,https://hdl.handle.net/2027/uc2.ark:/13960/t6vx09698
Mrs. Jane A. Eames,Rhode Island,The Budget Closed,"Boston: Ticknor and Fields, 1860.",Poetry,https://hdl.handle.net/2027/uc2.ark:/13960/t0zp3x76q
Mrs. E.F. Keene: Emilie Foster Halsey Keene,Rhode Island,"The Haven Children; or, Frolics at the Funny Old House on Funny Street","New York: E.P. Dutton, 1876. ",Novel,https://archive.org/details/havenchildrenorf00keeniala
Mrs. E.F. Keene: Emilie Foster Halsey Keene,Rhode Island,Toddy and His Friends,"New York: Dodd, Mead & Co., 1876.",Novel,https://hdl.handle.net/2027/hvd.hn2fz2
Mrs. Whitney,Rhode Island,The Herald of the Centennial (bound),"Providence, RI: Ladies' Centennial Committee of Rhode Island, 1875-",Periodical,
Mrs. Emily Hall,Rhode Island,The History of the Fan,,"Pamphlet, History, Scholarly Work",
Mrs. Emily Hall,Rhode Island,The History of the Umbrella,,"Pamphlet, History, Scholarly Work",
Mrs. Julia A. Shedd,Rhode Island,Le Lépreux de la cité d'Aoste,,Novel,
"Sarah Chauncey Woolsey, Susan Coolidge",Rhode Island,The New Year's Bargain,"Boston: Little, Brown,1899",Novel,https://hdl.handle.net/2027/hvd.hn2f2s
Mrs. E. G. Robinson,Rhode Island,The Orphanage Record,,,
"Sarah Chauncey Woolsey, Susan Coolidge",Rhode Island,Verses,"Boston: Roberts Brothers, 1880.",Poetry,https://hdl.handle.net/2027/miun.adh5414.0001.001
Susannah Paine,Rhode Island,Wait and See,"Boston: J. Wilson and Son,1860.",Novel,https://hdl.handle.net/2027/chi.088066030
"Sarah Chauncey Woolsey, Susan Coolidge",,What Katy Did,"Boston: Roberts Brothers, 1872",Novel,https://archive.org/details/whatkatydidstory00cooliala/page/n7
"Sarah Chauncey Woolsey, Susan Coolidge",Rhode Island,What Katy Did at School,"Boston: Roberts Brothers, 1889.",Novel,https://hdl.handle.net/2027/iau.31858059470769
Mrs. Emory Lyon,Rhode Island,Woman in Japan,"Boston: Woman's Baptist Missionary Society, 1875",Scholarly Work,https://books.google.com/books?id=vb1OAQAAMAAJ& 
Mrs. Eleanor T. Smith,Rhode Island,Wonder-Eyes and What-For?,"Fairport, NY: H. A. & L. J. DeLand & Co., 1880.",Poetry,https://ufdc.ufl.edu/UF00024350/00001/1
Emma Erisken,South Carolina,"The Waif, or the Web of Life","Atlanta: J. P. Harrison & Co.,1883.",Novel,https://hdl.handle.net/2027/nc01.ark:/13960/t3pv90m6t
Mrs. Jane T. H. Cross; Jane Tandy Hardin Cross,Tennessee,Azile,"Nashville: A. H. Redford,1868.",Novel,https://hdl.handle.net/2027/njp.32101068168374
Mrs. Jane T. H. Cross; Jane Tandy Hardin Cross,Tennessee,Bible Gleanings,"Nashville: Southern Methodist Publ. House, 1853.","Essays, Stories, Religious Instruction",
Mrs. Jane T. H. Cross; Jane Tandy Hardin Cross,Tennessee,Driftwood,"Nashville: Southern Methodist Publ. House, 1851.","Essays, Stories, Religious Instruction",
Mrs. Jane T. H. Cross; Jane Tandy Hardin Cross,Tennessee,Wayside Flowerets,"Nashville: Southern Methodist Publ.House, 1850.","Essays, Stories, Religious Instruction",
Mrs. Jane T. H. Cross; Jane Tandy Hardin Cross,Tennessee,Heart-Blossoms for My Little Daughters,"Nashville: E. Stevenson & F. A. Owen, 1855.","Essays, Stories, Religious Instruction",https://hdl.handle.net/2027/emu.010001334825
(prepared by) Cliffie Gause,Tennessee,Herbariums,,,
(compiled) Mrs. Ann E. Snyder,Tennessee,My Scrap Book ,"Nashville: Snyder, 1884.","Stories, Poetry",
Virginia French and Lide Smith Meriwether,Tennessee,One or Two? By Two Sisters,"St. Louis: Meriwether Bros.,1883.","Poetry, Memoir",https://hdl.handle.net/2027/loc.ark:/13960/t3rv1479k
(compiled) Evie Lannom,Tennessee,Selections of Sketches and Stories For Boys and Girls,"Nashville: Southern Methodist Pub. House, 1884.",Stories,
Lide Meriwether,Tennessee,Soundings,"Memphis: Boyle and Chapman, 1872.","Poetry, Essays, Stories",https://books.google.com/books?id=k-O9n3bQZ-UC&
Caskie Harris,Tennessee,The Odes of Horace (in English verse),"Boston: Ginn & Heath, 1877.",Poetry,
Evan Ap Coel,Tennessee,The Silver Wedding: A Romaunt du Moyen Age,"London: Henry Sotheran & Co., 1877.","Essays, Poetry",https://hdl.handle.net/2027/nyp.33433074906565
Laura Lorrimer (Mrs. Julia Skelton),Tennessee,A Voice from the South,"Nashville: Southern Methodist Publishing House,1883.","Poetry, Memoir",https://hdl.handle.net/2027/loc.ark:/13960/t3708nr30
Mrs. Jane T. H. Cross; Jane Tandy Hardin Cross,Tennessee,"Gathered Flowerets; or, the Early Dead ","Nashville: E. Stevenson & F.A. Owen, and  the Methodist Episcopal Church, 1855. ",Biography,https://www.worthpoint.com/worthopedia/gathered-flowerets-early-dead-1855-1832122032
E. L. Dohoney,Texas,"Man: His Origin, Nature, and Destiny","St. Louis: J. Burns Publishing Co., 1886.",Reference,https://hdl.handle.net/2027/loc.ark:/13960/t2z32nd6z
Lizzie Hamlett,Texas,The Poems of Mrs. Lizzie Hamlett,"Chicago: M.M. Pomeroy, publisher, 1876.",Poems,
Mary Hunt McCaleb,Texas,Poems,"New York: G.P. Putnam's,1884.",Poetry,https://hdl.handle.net/2027/nnc1.1002188597
Mrs. Emma Nelson Hood,Texas,"Bob Dean; or, ""Our Other Boarder""","Philadelphia:  E. Claxton, 1882.","Novel, History",https://hdl.handle.net/2027/uva.x030795365
Fannie L. Armstrong,Texas,The Children of the Bible,"Nashville: Southern Methodist Publishing House,1880.","Stories, History, Religious Instruction",https://hdl.handle.net/2027/hvd.ah5neu
Mrs. F. E. Howell,Texas,"The Coral Bracelet, and Other Sketches, A Book for Girls","Nashville: Publishing House of the Methodist Episcopal Church, South, 1883.",Stories,
"Mrs. C. M. Winkler, Angelina Virginia Smith Winkler",Texas, The Prairie Flower ,"Corsicana, Tex. : [publisher not identified], 1882-1885. ",Periodical,
Catharine E. Beecher,Vermont,An Appeal to the People in Behalf of Their Rights as Authorized Interpreters of the Bible,"New York: Harper & Brothers, 1860.",Religious Instruction,https://hdl.handle.net/2027/uc2.ark:/13960/t54f1wq2d
A. C. L. Botta,Vermont,"Handbook of Universal Literature: From the Best and Latest Authorities, revised and brought down to 1885","Boston: Houghton, 1889.","Textbook, Reference",https://archive.org/details/handbookunivers04bottgoog
Catharine E. Beecher,Vermont,Letters to the People on Health and Happiness,"New York: Harper & Bros., 1855.","Essays, Advice Literature",https://hdl.handle.net/2027/njp.32101015868803
A. C. L. Botta,Vermont,Poems,"New York: G.P. Putnam's,1881.",Poetry,https://hdl.handle.net/2027/hvd.hx527c
"Mrs. J. Gregory Smith, Ann Eliza Brainerd Smith",Vermont,Seola,"Boston: Lee and Shepard,1878.",Novel,https://hdl.handle.net/2027/uc2.ark:/13960/t47p8tr4q
Catharine E. Beecher,Vermont,"Common Sense applied to Religion; or, The Bible and the People","New York: Harper & Brothers, 1857.",Religious Instruction,https://hdl.handle.net/2027/hvd.32044011936101
Mrs. E. G. Greene,Vermont, Pathfinder for the Organization and Work of the Woman's Christian Temperance Union,"New York: National Temperance Society and Publication House, 1884.","Textbook, Reference",
Margaret J. Preston,Virginia,Cartoons,"Boston: Roberts Bros., 1875.",Poetry,https://hdl.handle.net/2027/hvd.hxdp26
Sarah N. Randolph,Virginia,The Domestic Life of Thomas Jefferson,"Cambridge, MA:  University Press, 1939.","Biography, History",https://hdl.handle.net/2027/mdp.39015002185802
Ella F. Mosby,Virginia,The Ideal Life,"Cincinnati: Published for the Author, Wrighton & Company, 1877",Novel,https://hdl.handle.net/2027/loc.ark:/13960/t9z03zj6r
Mary Stuart Smith,Virginia,Virginia Cookery Book,"New York: Harper, 1885.",Cookbook,https://hdl.handle.net/2027/hvd.32044087454880
Julia M. Tascher,Wisconsin,"Arbutus and Dandelions, a Novel","New York: J.J. Little, 1883.",Novel,https://books.google.com/books?id=vQJFAQAAMAAJ&
"Ella A. Giles, Ella Augusta Giles",Wisconsin,Bachelor Ben,"Madison, WI: Atwood & Culver, 1875.",Novel,https://hdl.handle.net/2027/wu.89098007131
Abby Whitney Brown,Wisconsin,Can She Atone?,"Philadelphia: J.B. Lippincott,1880.",Novel,"Philadelphia :J.B. Lippincott,1880."
Women of Wisonsin,Wisconsin,Centennial Records of the Women of Wisconsin,"Madison, WI:  Atwood and Culver, 1876.",Report,https://archive.org/details/centennialrecor00kerrgoog
Mary Grant O'Sheridan,Wisconsin,Conata: A Collection of Poems ,"Madison, WI: D. Atwood, 1881.",Poetry,https://hdl.handle.net/2027/hvd.hxdlfr
"Mrs. E. G. Cook, M. D., Mrs.Selina (Putnam) Cook",Wisconsin,For Mothers and Daughters; A Manual of Hygeine for Women and The Household,"New York:The Hygienic Publishing, 1884.","Textbook, Advice Literature",https://hdl.handle.net/2027/loc.ark:/13960/t7tm8c760
Mrs. F. A. B. Dunning,Wisconsin,Gathered Leaves,"Chicago: Palmer, Augir & Co, 1877. ",Poetry,https://hdl.handle.net/2027/nyp.33433082209952
Mrs. C. W. Nichols,Wisconsin,"Wild Flowers of the West; or, Gleanings from the Stubble","Chicago: H. H. Frary, Printer, 1874",Poetry,https://hdl.handle.net/2027/loc.ark:/13960/t7kp8kf4q
Nellie A. Mann; Helen Adella Wood Manville,Wisconsin,Heart Echoes,"New York: Wells,1875.",Poetry,https://hdl.handle.net/2027/osu.32435003952322
"Minnie L. Armstrong, Miss M. L. A. ",Wisconsin,"Illma, or, Which was Wife?","New York: Cornwell & Johnson, 1881.",Novel,https://hdl.handle.net/2027/osu.32435017658592
"Ella A. Giles, Ella A. (Augusta) Giles",Wisconsin,Maiden Rachel,"Madison, WI: David Atwood, 1879. ",Novel,hhttps://hdl.handle.net/2027/osu.32435017941691
"Ella A. Giles, Ella A. (Augusta) Giles",Wisconsin,"Out from the Shadows, or, Trial and Triumph ","Madison, WI : Atwood & Culver, 1876,",Novel,https://hdl.handle.net/2027/hvd.32044050511104
Mrs. Beulah Brenton,Wisconsin,Man is Love: An American Story. By One Who Knows,"Philadelphia: J.B. Lippincott, 1873.",Novel ,https://hdl.handle.net/2027/chi.088017667
Ella Wheeler,Wisconsin,Poems of Passion,"Chicago: Belford, Clarke & Co., publishers, 1884. ",Poetry,https://hdl.handle.net/2027/nyp.33433105943157
Mrs. M. S. Pomeroy,Wisconsin,Songs of the Heart,"Milwaukee: Cramer, Aikens & Cramer, Printers, 1877.",Poetry,
Ada J. Moore,Wisconsin,Under the Pines,"Milwaukee: West, 1875.",Poetry,https://hdl.handle.net/2027/uiug.30112039310567
Mary Hewitt,Foreign,New Sketches of Every-day Life; A Diary,"London: Longman, Brown, Green, and Longmans, 1844.",Novel,https://hdl.handle.net/2027/njp.32101066111095
"Frances Eliza Hodgson Burnett Townsend, F. H. Burnett",Foreign,A Fair Barbarian,"Boston: J. R. Osgood, 1881.",Novel,https://hdl.handle.net/2027/uc2.ark:/13960/fk3zs2kg4d
"Miss Mulock, Dinah Maria Mulock Craik, Madame Guizot de Witt, Henriette Elizabeth de Witt",Foreign,A French Country Family,"New York: Harper & Brothers, 1868.",Novel,https://hdl.handle.net/2027/hvd.hn1qgi
"Jean Ingelow, Orris",Foreign,A Sister's Bye-Hours,"London: Strahan, 1870.",Novel,https://hdl.handle.net/2027/hvd.32044005536156
"Mrs. Oliphant, M. O. W. (Margaret Oliphant Wilson) Oliphant,",Foreign,A Son of the Soil,"London: Macmillan, 1872.",Novel,https://hdl.handle.net/2027/inu.30000029307232
"George Eliot, Mary Ann Evans",Foreign,Adam Bede,"New York: Harper & Brothers, 1860.",Novel,https://hdl.handle.net/2027/miun.aan9131.0001.001
"Miss Mulock, Dinah Maria Mulock Craik, Madame Guizot de Witt, Henriette Elizabeth de Witt",Foreign,An Only Sister,"New York: Harper & Bros., 1873.",Novel,
"Miss Mulock, Dinah Maria Mulock Craik",Foreign,"A Hero, Bread upon the Waters, Alice Learmont. ","New York: Harper & Brothers, 1870.",Stories,https://hdl.handle.net/2027/hvd.hn2gsa
"Miss Mulock, Dinah Maria Mulock Craik",Foreign,A Life for a Life,"Leipzig: B. Tauchnitz, 1859.",Novel,https://hdl.handle.net/2027/hvd.32044024338691
"Miss Mulock, Dinah Maria Mulock Craik",Foreign,A Brave Lady,"Leipzig: B. Tauchnitz, 1870.",Novel,https://books.google.com/books?id=xJVGAQAAMAAJ&
"Miss Mulock, Dinah Maria Mulock Craik",Foreign,Agatha's Husband,"New York: Harper & Brothers, 1857. ",Novel,https://hdl.handle.net/2027/uc1.$b111714
"Miss Mulock, Dinah Maria Mulock Craik",Foreign,A Noble Life,"Leipzig: B. Tauchnitz, 1866.",Novel,https://archive.org/details/noblelife00craigoog
"Miss Mulock, Dinah Maria Mulock Craik",Foreign,"A Legacy, being the life & remains of John Martin, schoolmater & poet,","London: Hurst & Blackett, 1878.",Memoir,https://hdl.handle.net/2027/mdp.39015063944261
"Lady Anne Blunt, Anne Isabelle Noel Blunt, Baroness Wentworth",Foreign,Bedouin Tribes of the Euphrates,"New York: Harper & Brothers, 1879.",Scholarly Work,https://hdl.handle.net/2027/hvd.32044018838011
"Lady Duffus Hardy, Mary Anne McDowell Duffus Hardy, Mary Anne Hardy, Addlestone Hill ",Foreign,"Beryl Fortescue, Three Volumes ","London: Hurst and Blackett, 1881. ",Novel,
"Miss Thackeray, Lady Anne IsabellaThackerary Ritchie",Foreign,"Bluebeard's Keys, and Other Stories","New York: Harper, 1875.",Stories,https://hdl.handle.net/2027/njp.32101013998032
"Mrs. Oliphant, M. O. W. (Margaret Oliphant Wilson) Oliphant,",Foreign,Carità,London: J. Murray 1887.,Novel,https://hdl.handle.net/2027/uiuo.ark:/13960/t9086v15h
